texto;";";classe
 Setor de telefonia lidera reclamações de call centers, diz Ministério da Justiça 57% das demandas vêm de pessoas insatisfeitas com essas empresas. Governo pede condenação de R$ 300 milhões para duas telefônicas.;";";desgosto
 'Não há vencedores nem vencidos', diz Lugo sobre acordo com o Brasil Valor pago ao Paraguai por energia de Itaipu subiu para US$ 360 milhões. País vende energia da usina ao Brasil, pois só consome fração de sua cota.;";";desgosto
 Farc negam ter financiado campanha eleitoral do presidente do Equador Vídeo divulgado pelo governo colombiano foi fraudado, diz guerrilha. Nele, um dos líderes das Farc pede dinheiro para ajudar Rafael Correa.;";";desgosto
 USP, Unicamp e Unesp adiam início das aulas por causa da nova gripe Aulas serão retomadas no dia 17 de agosto. Escolas públicas também prorrogaram o fim das férias.;";";desgosto
 PSDB protocola três representações contra Sarney no Conselho de Ética Medidas têm base nas denúncias já apresentadas por Arthur Virgílio (AM). Presidente do Senado responde agora a nove ações por quebra de decoro.;";";desgosto
 'Show de bravura' põe crianças em risco em escola na Índia Entidades de defesa dos direitos infantis protestaram contra o desafio. Diretor de colégio em Villupuram disse que pais e professores autorizaram.;";";desgosto
 Moradores protestam contra enchentes no Paraná Grupo ateou fogo a pneus e pedados de madeira em Pinhais. Prefeitura diz que vai atender as famílias afetadas.;";";desgosto
 Conselho de Ética já tem 11 pedidos de investigação contra Sarney Senadores do PSDB e do PDT já fizeram novas denúncias ao conselho. Parado devido ao recesso, órgão só deve se reunir no próximo dia 5.;";";desgosto
 Assessoria de Sarney diz que funcionária não é fantasma Em nota, assessoria diz que Gabriela Mendes tem dois empregos. Ela trabalharia de manhã no Senado e pela tarde estagiaria na Caixa.;";";desgosto
 Corregedor do Senado quer participar de investigação sobre Agaciel e Zoghbi Romeu Tuma vai pedir compartilhamento do inquérito ao MPF. Ex-diretores são investigados por irregularidades em créditos consignados.;";";desgosto
 PSOL entra no STF com pedido de explicações contra Paulo Duque Presidente do Conselho de Ética afirmou que partido 'não existe'. Após interpelação, PSOL pode tomar outras medidas contra peemedebista.;";";desgosto
 Em nota, senadores anunciam duas novas denúncias contra Sarney Arthur Virgílio (PSDB-AM) e Cristovam Buarque (PDT-DF) são os autores. Eles apresentarão as denúncias ao Conselho nesta quinta-feira (30).;";";desgosto
 Alencar evolui bem, mas ainda não tem intestino restabelecido, diz boletim Vice-presidente se recupera de cirurgia para desobstrução intestinal. Nesta quarta, ele recebeu a visita do governador de Minas, Aécio Neves.;";";desgosto
 PSOL entra com nova representação contra Sarney Partido quer investigação sobre irregularidades em casa e fundação. Conselho de Ética já recebeu cinco representações e quatro denúncias.;";";desgosto
 Ministério Público reprova contas da Fundação Sarney e decide intervir Verba repassada pela Petrobras foi a aplicações, diz auditoria. Relatório fala em triangulação entre a fundação e outra entidade.;";";desgosto
 Senador americano renuncia após manter relações sexuais com estagiária Caso ganhou proporções após legislador ser chantageado. Namorado de estagiária queria US$ 10 mil de republicano.;";";desgosto
 Polícia obriga Moussavi a deixar cerimônia de luto no Irã Manifestantes foram presos, segundo testemunhas. Homenagem às vítimas de confrontos era feita em cemitério.;";";desgosto
 Fundação Sarney critica intervenção do Ministério Público Presidente em exercício diz que 'é de se estranhar' reprovação das contas. Procedimento é administrativo e não é condenação, diz Fundação.;";";desgosto
 Lucro da Telefónica cai 6% no trimestre Queda ocorreu apesar dos progressos registrados na América Latina. Lucro líquido ficou em US$ 2,715 bilhões no período.;";";desgosto
 Conheça as diferenças entre os principais índices de inflação Indicadores mostram variações de preços com abrangências diferentes. Inflação oficial é medida pelo IPCA.;";";desgosto
 Estiagem provoca queimadas na região central do país Bombeiros precisaram conter dois incêndios em Goiânia. Em julho deste ano já foram registrados 484 focos.;";";desgosto
 Medo da gripe faz máscara virar parte de uniforme em MG Funcionários de empresa de fertilizantes adotaram acessório. No porto seco, caminhoneiros recebem folhetos com orientações.;";";desgosto
 Teste em simulador mostra os riscos de dirigir usando o celular Distração é equivalente ao uso de bebida alcoólica. Vídeo do New York Times tem detalhes do estudo.;";";desgosto
 China tem 13 milhões de abortos por ano, diz estudo Pesquisa foi publicada no jornal do país, que diz que o dado é preocupante.;";";desgosto
 Terroristas usam e-mails sobre mulheres como 'fachada' para ataque Autoridades britânicas descobriram o plano em troca de mensagens. Objetivo de paquistaneses era explodir carro-bomba no período da Páscoa.;";";desgosto
 Atentado suicida mata 7 no Iraque Ataque ocorreu em posto policial em al-Qaim. Oito pessoas ficaram feridas, segundo o governo.;";";desgosto
 Sem reforma tributária, Appy vai deixar cargo, diz jornal Secretário de Reforma Econômica atribuiu saída a razões pessoais. Mas ele admitiu que 'pensaria duas vezes' se reforma estivesse andando.;";";desgosto
 UFRJ e universidades estaduais do Rio adiam aulas por causa da gripe A Federal acompanha decisão da Uni-Rio e Rural e férias acabam dia 17. Uenf e Uezo retornam dia 10 e greve faz Uerj só voltar em setembro.;";";desgosto
 Lucro da Exxon cai 66% no trimestre Baixa foi maior do que a esperada em Wall Street. Maior petrolífera do mundo lucrou US$ 3,95 bilhões no segundo trimestre.;";";desgosto
 PRF apreende cocaína escondida em painel de carro Dupla foi presa após ultrapassagem em local proibido em Cuiabá. Segundo a polícia, eles levariam a droga para Uberlândia (MG).;";";desgosto
 Aéreas transportam menos passageiros e cargas em junho, diz associação Empresas levaram volume 16,5% menor de carga. Transporte de passageiros caiu 7,2% no mês.;";";desgosto
 Veterano de guerra morto aos 113 anos é enterrado na Inglaterra Henry Allingham era considerado o homem mais velho pelo Guinness. Ele creditava sua longevidade a 'cigarros, uísque e mulheres fogosas'.;";";desgosto
 Dois suspeitos são presos com guias de transporte de madeira falsas no PA Madeireiros alegam ter transportado cargas de madeira em motos. Documentos fraudados servem para 'esquentar' madeira.;";";desgosto
 Diretor do Senado vai a SP apresentar relatório de atos secretos a Sarney Haroldo Tajra só aguarda espaço na agenda do presidente do Senado. Relatório deve ser divulgado na próxima segunda-feira (3), em Brasília.;";";desgosto
 Infectologistas desaprovam tabela para diferenciar gripe comum da gripe A Ministério da Saúde não endossa orientações que circulam na internet. ‘Guias’ de diferenciação sintomática podem causar mais confusão.;";";desgosto
 Policiais protestam contra morte de perito em Salvador Vítima teria sido baleada por policiais militares. PMs negam crime e dizem que foram recebidos a tiros.;";";desgosto
 Acidentes com motos matam 10 mil em um ano, diz pesquisa Nos últimos dez anos, o número de mortes aumentou 1.000%. Em 14 estados, óbitos de motociclistas superaram os de pedestres.;";";desgosto
 STF nega pedido para que Sean seja ouvido por juiz antes de voltar aos EUA Avó do menino tenta impedir que ele volte para guarda de David Goldman. Pai biológico disputa guarda de Sean com família brasileira.;";";desgosto
 Nova gripe faz Universidade Federal do Paraná suspender aulas até o dia 10 Suspensão abrange todos os campi da instituição. Motivo é reduzir a possibilidade de transmissão da nova gripe.;";";desgosto
 Alemanha tem 1º caso por transmissão de gripe suína, dizem agências Vírus foi confirmado em mulher bávara que não esteve no México. De acordo com o Ministério da Saúde, paciente está em 'recuperação'.;";";medo
 Mexicanos devem ficar em casa até terça para conter alastramento de gripe Apenas hospitais, supermercados e farmácias vão funcionar no México. Presidente disse que 'não há lugar mais seguro do que a própria casa'.;";";medo
 Prioridade é reduzir inchaço do cérebro de Felipe Massa, diz médico Tomografias a cada 48 horas vão monitorar pressão intracraniana. Especialista explica que é muito difícil prever evolução.;";";medo
 Lula quer reunião com laboratórios sobre vacina para gripe suína Líderes do Mercosul se disseram preocupados com distribuição de remédios.;";";medo
 Ativistas e procuradores temem que nova lei agrave conflitos na Amazônia Regularização fundiária pode fragilizar pequenos agricultores sem acesso ao Estado.;";";medo
 Gripe suína expõe falhas da Organização Mundial da Saúde ao lidar com pandemia Agência da ONU é refém de pressão política e de interesses comerciais. Entidade ainda deve estratégia de vacinação e de distribuição de antivirais.;";";medo
 Cidade gaúcha adia volta às aulas em escolas municipais Férias escolares em Uruguaiana terminam em 13 de agosto. Prefeito proibiu reuniões em locais públicos e privados.;";";medo
 Em Santa Catarina, a maioria das escolas tem aulas normalmente Rede Bom Jesus adiou o fim das férias de julho por causa da gripe. Aulas na Udesc começaram na segunda para cerca de 10 mil alunos.;";";medo
 Cientistas temem que máquinas superem humanos em inteligência Um dos receios é a exploração criminosa da inteligência artificial. Grupo debate imposição de limites às pesquisas.;";";medo
 Caso de jovem infectado por novo vírus gera corrente de orações no Orkut Rapaz de Bauru, internado em São Paulo, segue em estado grave. Familiares e amigos se reúnem diariamente no site de relacionamentos.;";";medo
 China pressiona países ricos por cortes de CO2 em Copenhague País firmou com EUA acordo de cooperação na área de mudança climática. Mas entendimento não inclui ainda metas específicas.;";";medo
 Camas de bronzeamento artificial são cancerígenas, diz pesquisa Comprovação é de estudo de agência que faz recomendações para a OMS.;";";medo
 Colégio Militar adia retorno às aulas por causa da nova gripe Reinício das atividades estava previsto para 3 de agosto. Aulas voltam em 17 de agosto em Porto Alegre.;";";medo
 Metodista, Mauá e São Judas decidem adiar retorno às aulas Motivo é reduzir a possibilidade de transmissão da nova gripe. Instituições de ensino atendem recomendação da secretaria.;";";medo
 Treinador romeno perde 'guarda' de ursos criados em casa Molnar Mircea cuidava de três ursos desde pequenos. Por falta de documentação, animais foram levados para uma reserva.;";";raiva
 Britânica que perdeu custódia de 13 filhos está grávida Assistentes sociais da Grã-Bretanha dizem que Theresa Winters é negligente.;";";raiva
 PMDB fará representação contra Virgílio, diz Renan Calheiros Líder do PMDB diz que medida será feita na próxima semana. É uma retaliação à representações feitas pelo PSDB contra Sarney.;";";raiva
 Virgílio terá de devolver mais de R$ 210 mil ao Senado Valor se refere a salário pago a assessor que estudava na Espanha. Líder tucano informou que fez depósito de R$ 60,6 mil na segunda-feira.;";";raiva
 'Não é problema meu', diz Lula sobre crise do Senado Presidente diz que não cabe a ele decidir permanência de Sarney na Casa. 'Eu não votei para eleger Sarney presidente do Senado', afirmou em SP.;";";raiva
